adenocarcinoma,large.cell.carcinoma,normal,squamous.cell.carcinoma
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000087 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000124 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000099 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000089 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000126 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000099 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000090 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000126.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000100 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000091 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000127 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000101 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000091 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000128 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000103.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000091.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000128 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000104 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000092 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000128.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000104.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000093 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000130 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000105 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000093 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000130.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000105 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000093 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000131 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000106 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000095 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000131 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000106 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000095.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000131.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000106 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000096 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000132 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000106 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000097 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000133 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000106 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000097 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000133 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000108 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000097 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000133.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000108 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000098 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000136 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000110 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000098 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000137 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000110 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000099 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000137.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000111 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000100 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000138 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000111.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000101 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000141.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000112 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000102 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000143 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000112.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000102 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000143.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000114 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000102 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000147 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000114 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000102.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000148 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000114 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000103 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000148.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000114 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000104 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000149 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000115 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000104 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000149.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000115 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000105 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000150 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000115 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000105 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000150.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000115 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000105.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000154 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000116 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000106 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000154 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000116 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000106 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000154.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000117 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000106 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000155.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000117 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000107 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000158.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000117 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000108 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000159 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000117 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000108 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000159 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000117 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000108 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000159.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000118 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000109 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000160.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000118 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000109 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000162.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000118 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000109 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000163.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000118 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000109 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000169 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000119 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000109 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000169.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000119 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000109 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000170.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000119 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000110 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000171.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000119.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000111 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000172 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000120 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000112 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000172 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000120 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000112 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000172.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000120 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000112 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000173 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000120 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000113 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000173 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000120 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000113 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000173.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000120 (7).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000113.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000174.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000121 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000114 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\di1.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000121 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000114 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l1.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000121 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000114 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l2.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000121.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000114.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l3.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000122 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000115 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l4.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000122 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000115 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l5.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000122 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000115 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l6.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000122.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000115 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000124 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000115 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000040 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000124 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000115 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000040 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000124.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000115.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000125 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000116 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000125 (6).png
